sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Cape Ferguson,147.07,-19.28,cfa519s0.dat,366.855,366.366,366.161,366.32099999999997,368.36800000000005,370.11400000000003,368.08099999999996,367.249,368.835,369.214,369.265,370.04900000000004,368.73900000000003,367.159,367.914,368.37699999999995,368.344,368.907,369.665,370.53,370.55400000000003,370.535,371.656,371.286,370.506,370.79,370.264,370.084,371.11800000000005,371.876,371.958,371.976,372.039,372.329,373.72900000000004,374.185,372.876,372.733,372.665,372.207,372.782,373.181,373.20300000000003,374.43,374.531,373.725,374.13599999999997,375.245,376.26199999999994,375.467,374.46,374.95300000000003,375.395,374.809,375.07,375.879,375.457,375.584,376.728,376.814,376.18,376.29699999999997,376.17400000000004,376.366,378.545,379.625,378.30300000000005,377.901,377.684,377.912,378.92,379.06199999999995,378.906,378.921,378.88199999999995,378.465,377.86,378.11400000000003,379.199,379.719,379.42400000000004,379.44599999999997,380.07599999999996,380.12300000000016,380.065,380.7,380.86400000000003,381.86,382.36199999999997,380.376,380.195,382.147,383.27,382.93199999999996,382.744,382.659,382.545,382.67400000000004,382.24199999999996,382.24800000000016,382.88300000000004,382.746,382.19199999999995,383.202,384.413,383.98,384.352,385.161,385.385,385.42699999999996,385.171,385.477,385.086,384.50300000000004,385.189,385.72900000000004,385.566,385.49300000000005,386.06,386.37800000000004,385.31199999999995,384.926,385.634,386.473,387.41900000000004,386.85699999999997,385.844,386.457,387.352,387.079,387.86199999999997,390.217,389.861,387.92,386.856,386.458,387.309,387.667,387.957,389.38599999999997,389.414,389.101,390.865,391.87699999999995,390.37800000000004,389.338,389.129,389.24199999999996,388.99800000000016,388.68300000000005,390.105,391.35400000000004,391.455,391.504,392.23,393.157,393.038,392.94699999999995,393.23699999999997,392.895,392.736,393.148,393.611,394.409,394.779,394.496,394.452,394.858,394.88300000000004,394.278,394.67900000000003,395.176,394.664,395.05699999999996,396.25800000000004,396.94300000000004,396.49199999999996,396.34,396.939,397.31800000000004,397.144,397.161,397.26800000000003,396.95,397.151,397.765,397.884,398.35900000000004,398.356,398.916,400.13,399.606,398.51300000000003,398.77,399.72,NaN,NaN,NaN,NaN,400.533,400.88800000000003,401.913,402.711,402.73,402.70599999999996,404.62699999999995,406.60699999999997,405.75199999999995,404.588,404.415,404.08,404.134,404.491,404.668,404.686,404.61199999999997
 Cape Grim,144.68,-40.68,cgo540s2.dat,366.49,366.32,366.23,366.27,366.32,366.62,367.11,367.42,367.58,367.69,367.73,367.56,367.41,367.44,367.51,367.64,367.89,368.22,368.58,369.11,369.6,369.67,369.5,369.4,369.43,369.49,369.54,369.74,370.01,370.45,371.05,371.51,371.77,371.84,371.72,371.58,371.55,371.73,371.9,372.07,372.39,372.71,373.19,373.82,374.08,373.91,373.7,373.6,373.55,373.7,373.83,373.91,374.26,374.66,375.04,375.46,375.56,375.55,375.74,375.68,375.37,375.31,375.4,375.62,376.21,376.94,377.3,377.55,377.7,377.73,377.78,377.81,377.91,377.81,377.75,378.08,378.21,378.27,378.75,379.22,379.39,379.44,379.52,379.41,379.24,379.27,379.45,379.65,380.06,380.4,380.8,381.27,381.5,381.6,381.65,381.65,381.69,381.81,381.8,381.79,381.92,382.36,382.93,383.31,383.54,383.62,383.5,383.51,383.96,383.89,383.33,383.33,383.64,383.86,384.34,384.8,385.01,385.09,385.08,385.1,384.98,384.74,384.7,384.85,385.21,385.72,386.32,387.03,387.39,387.4,387.35,387.06,386.96,386.95,387.0,387.19,387.31,387.74,388.2,388.57,389.02,389.1,388.95,388.87,388.76,388.73,388.77,388.97,389.21,389.63,390.26,390.9,391.25,391.27,391.12,391.03,391.15,391.5,391.76,391.89,392.24,392.72,393.26,393.7,393.84,393.9,393.8,393.73,393.76,393.7,393.74,393.95,394.21,394.61,395.15,395.61,395.81,395.73,395.59,395.5,395.58,395.72,395.81,396.23,396.71,397.07,397.59,398.14,398.48,398.4,398.34,398.56,398.69,398.73,398.9,399.49,399.94,400.45,401.14,401.43,401.56,401.63,401.36,400.99,400.9,400.98,401.05,401.31,401.67,402.07,402.72,403.28,403.49,403.45,403.5,403.71
 Cape Point,18.48,-34.35,cpt134s1.dat,366.46,366.07,366.25,365.85,365.9,366.77,367.16,367.34,367.32,367.38,367.55,367.27,367.25,367.12,367.38,367.72,367.79,368.39,368.67,368.89,369.21,369.23,369.33,369.32,369.25,369.15,369.43,369.77,369.87,370.35,370.82,371.22,371.43,371.56,371.53,371.73,371.87,372.16,372.4,372.75,372.85,373.23,373.69,373.79,373.85,373.62,373.87,373.72,374.05,373.93,373.77,NaN,374.53,375.11,375.34,375.65,375.49,375.64,375.86,375.81,375.7,375.5,375.8,376.0,376.5,376.8,377.3,377.5,377.5,377.5,377.7,377.9,378.09,378.21,377.95,378.09,378.44,378.58,378.8,379.04,379.26,379.33,379.4,379.41,379.34,379.62,379.8,380.16,380.43,380.64,380.59,380.94,381.33,381.39,381.17,381.28,381.47,381.86,381.9,381.84,382.8,382.78,383.13,383.0,383.03,383.2,383.18,383.4,383.64,383.39,383.33,383.48,383.87,384.02,384.12,384.45,384.59,385.1,386.12,384.99,384.55,384.93,385.14,385.32,385.34,386.13,386.76,387.21,387.2,386.87,387.18,387.31,387.11,387.15,387.43,387.34,387.87,387.84,388.48,388.41,388.8,388.93,388.89,389.41,389.36,388.92,389.16,389.37,389.61,390.44,390.86,391.28,391.22,391.18,391.17,391.57,391.69,391.95,391.99,392.51,392.92,393.18,393.48,393.64,393.98,393.86,393.69,393.96,394.07,393.98,394.12,394.21,394.48,394.68,395.13,395.61,395.82,396.1,396.28,396.23,395.86,396.04,396.39,396.82,397.29,398.04,398.03,399.15,398.22,398.2,398.4,399.05,398.77,398.85,399.24,399.68,400.47,400.81,401.13,401.32,401.32,401.32,401.22,401.23,401.24,401.36,401.5,401.84,402.13,402.43,403.09,403.05,403.26,403.35,403.42,403.44
 Cape Rama,73.83,15.08,cri215n0.dat,373.745,373.01800000000003,373.22,372.67199999999997,370.95099999999996,368.74,367.99,368.212,368.17,366.97900000000004,371.07099999999997,379.176,378.816,374.49199999999996,374.54,373.459,369.88599999999997,369.75800000000004,370.48800000000006,369.566,371.161,373.42400000000004,371.152,369.584,373.81300000000016,377.86199999999997,377.664,375.895,373.596,372.07300000000004,372.11199999999997,372.55,371.17,369.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.342,385.07800000000003,386.63699999999994,392.68699999999995,392.163,389.56800000000004,395.615,399.615,397.421,395.44199999999995,393.111,389.399,387.286,387.042,388.75699999999995,391.73900000000003,392.52,393.445,396.665,399.619,399.139,396.17199999999997,393.728,391.74,392.019,389.425,389.66900000000004,399.904,NaN,NaN,403.41,404.274,403.21,399.061,395.926,393.088,391.54400000000004,391.409,394.01599999999996,401.51800000000003,407.19,407.602,406.935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Casey,110.52,-66.28,cya766s0.dat,366.55199999999996,366.532,366.74199999999996,366.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,369.532,369.816,370.163,370.083,369.94699999999995,370.352,371.051,371.57300000000004,371.996,372.165,372.13199999999995,371.98699999999997,372.01099999999997,372.186,372.26099999999997,372.38599999999997,372.616,373.00800000000004,373.57800000000003,374.108,374.259,374.042,373.67,373.713,373.968,373.931,374.026,374.185,374.37699999999995,374.89300000000003,375.38199999999995,375.784,376.031,375.973,375.88800000000003,375.721,375.36800000000005,375.235,375.532,375.861,376.149,376.756,377.392,377.723,377.86300000000006,377.916,377.963,377.94800000000004,377.772,377.63800000000003,377.74699999999996,378.01800000000003,378.235,378.598,379.163,379.375,379.349,379.57300000000004,379.66,379.356,379.12699999999995,379.176,379.486,379.959,380.176,380.403,381.01599999999996,381.70599999999996,382.001,381.92699999999996,381.776,381.80800000000005,381.825,381.67699999999996,381.82,382.129,382.03,382.244,383.00800000000004,383.55400000000003,383.827,383.92400000000004,383.715,383.56300000000016,383.526,383.26,383.202,383.48400000000004,383.85400000000004,384.20599999999996,384.449,384.751,385.094,385.27099999999996,385.24199999999996,385.24800000000016,385.01,384.694,384.811,384.995,385.35699999999997,386.066,386.75300000000004,387.254,387.663,387.86300000000006,387.72,387.452,387.214,387.026,386.95,387.026,387.15,387.45099999999996,387.97900000000004,388.483,388.82300000000004,389.01300000000003,389.105,389.024,388.736,388.57800000000003,388.744,389.04400000000004,389.256,389.595,390.30300000000005,391.08099999999996,391.588,391.70099999999996,391.45300000000003,391.344,391.356,391.301,391.593,392.17699999999996,392.44,392.76599999999996,393.594,394.084,394.064,394.077,393.92400000000004,393.787,393.667,393.466,393.62300000000016,393.93800000000016,394.256,394.736,395.30199999999996,395.776,396.006,396.074,395.96,395.754,395.531,395.346,395.37699999999995,395.805,396.54,397.05699999999996,397.55300000000005,398.14,398.535,398.724,398.716,398.655,398.38699999999994,398.341,398.805,399.336,399.64300000000003,400.087,400.881,401.491,401.661,401.62800000000004,401.619,401.546,401.12300000000016,400.6,400.559,401.025,401.541,401.866,402.37699999999995,403.152,403.60400000000004,403.668,403.57,403.486
 Drake Passage,-64.68,-59.0,drp859s0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,378.46,378.11,378.4,378.49,378.87,379.57,379.69,379.66,379.77,379.53,378.92,378.97,379.55,379.83,380.2,381.42,NaN,NaN,381.98,381.94,381.8,381.48,381.37,381.57,381.86,381.98,382.12,382.49,383.05,383.47,383.71,383.74,NaN,NaN,383.09,383.23,383.36,383.36,383.55,383.92,NaN,NaN,NaN,385.32,385.27,384.88,384.23,384.12,384.61,385.01,385.4,385.98,386.64,387.32,387.61,387.49,387.38,387.29,386.83,386.7,386.87,386.97,387.33,387.72,388.09,388.65,388.85,388.77,388.85,388.71,388.53,388.7,388.96,389.19,389.48,389.83,390.54,391.29,391.32,391.04,391.15,391.01,390.82,391.15,391.49,391.88,392.51,393.02,393.5,393.87,393.85,393.82,393.92,393.66,393.47,393.66,393.77,394.24,394.79,394.92,395.17,395.65,396.0,395.98,395.8,395.47,395.26,395.55,395.99,396.24,396.59,397.11,NaN,NaN,NaN,398.33,398.53,398.4,398.17,398.41,398.91,399.3,399.77,400.51,401.19,401.57,401.68,401.62,401.38,400.79,400.4,400.76,401.15,401.38,401.76,402.3,402.89,NaN,NaN,NaN,NaN,NaN
 Egbert,-79.78,44.23,egb444n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388.06,387.43,383.18,375.4,367.93,366.97,376.78,383.71,389.61,NaN,392.31,390.51,391.07,390.0,385.33,376.97,371.06,370.54,377.94,386.55,399.04,396.68,393.5,391.71,392.82,391.69,385.6,377.41,372.38,374.18,380.21,391.36,392.94,398.67,397.79,397.37,398.28,395.51,389.04,382.04,372.11,372.43,378.9,388.66,396.69,397.83,398.33,397.21,397.92,395.74,392.1,381.99,373.03,371.08,376.11,391.25,399.26,397.74,397.81,395.46,399.5,397.72,392.87,385.39,377.37,377.93,386.43,393.18,399.12,402.69,402.63,404.48,402.0,401.66,397.56,387.34,378.66,375.94,387.19,396.7,402.61,408.13,403.29,402.67,406.08,400.62,398.24,386.53,382.02,380.14,388.81,400.16,405.64,406.5,407.48,406.22,404.82,406.07,401.64,393.13,381.81,379.21,390.91,401.23,406.7,410.83,409.12,408.19,408.56,408.96,NaN,NaN,379.13,374.72,391.52,402.4,406.0,410.05,408.27,409.04,408.6,411.23,406.17,393.62,383.64,383.88,392.23,403.12,412.17,414.29,412.99,411.62,413.91,407.69,405.88,396.35,389.25,391.99,397.2,406.94,416.08,414.94,413.76,NaN,414.99,413.43,408.02,400.5,391.93,389.21,400.55,411.12,416.79,418.14
 Estevan Point,-126.55,49.38,esp449n0.dat,372.25699999999995,373.996,374.291,374.481,373.801,371.80800000000005,369.38699999999994,366.121,365.532,370.358,374.115,373.66,375.028,376.43699999999995,376.319,376.99,375.31,372.001,368.56199999999995,364.084,364.37199999999996,370.56199999999995,374.56199999999995,375.584,377.01300000000003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,392.8,392.86,392.24,389.73,383.41,378.97,381.63,387.17,387.88,391.97,392.11,393.28,393.47,395.1,393.72,391.6,384.94,383.8,387.84,391.19,393.32,393.98,394.71,396.65,396.05,397.14,397.0,393.17,387.07,383.96,387.94,391.13,395.08,396.79,397.26,398.79,398.37,398.71,399.39,395.88,389.98,388.47,390.93,395.1,396.72,398.43,400.61,400.12,400.54,401.02,400.66,398.6,390.35,390.5,394.18,399.54,399.23,NaN,405.36,403.46,402.87,404.03,403.14,400.11,395.48,NaN,396.66,NaN,402.37,NaN,NaN,403.34,404.14,405.04,403.6,401.46,395.02,392.07,395.65,403.85,402.59,406.06,406.85,407.06,407.55,407.57,NaN,403.73,398.58,396.92,399.42,404.3,406.71,408.92,410.55,410.55,410.15,411.52,410.94,409.05,401.76,400.74,403.92,408.1,410.13,412.53
 East Trout Lake,-104.98,54.35,etl454n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,369.27,374.93,382.91,385.14,387.36,388.95,387.79,387.92,387.07,383.81,378.04,372.75,371.54,375.34,383.09,387.01,389.31,390.18,389.66,390.42,388.93,386.21,380.79,376.47,370.86,378.16,386.09,390.12,392.82,393.25,394.04,393.22,393.9,389.8,382.61,373.85,374.7,377.48,386.36,392.88,394.09,393.46,393.37,394.36,394.58,391.84,385.38,376.45,372.8,379.9,387.65,392.69,394.26,395.77,396.52,396.48,394.47,391.85,385.05,379.42,379.27,383.66,391.72,396.02,399.57,399.31,398.02,399.48,399.0,395.39,387.19,381.24,379.48,385.9,392.85,399.35,400.28,400.48,400.73,401.36,400.47,396.9,390.57,381.59,383.42,387.72,396.16,402.57,403.26,403.74,403.65,403.16,403.11,400.13,392.77,385.08,386.08,392.15,398.51,403.54,405.59,404.93,405.23,405.82,405.72,403.13,394.69,386.54,388.46,392.12,399.23,404.29,407.85,406.52,407.4,406.98,406.57,404.69,398.92,389.69,389.82,394.78,403.47,409.04,412.4,410.23,410.29,410.94,409.43,405.03,399.01,393.78,393.35,400.45,408.51,411.97,412.22,412.76,413.38,413.92,413.3,409.68,402.81,394.68,393.18,396.69,NaN,413.48,414.38
 Hohenpeissenberg,11.02,47.8,hpb647n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,385.54,379.77,376.17,374.04,373.26,379.07,383.35,385.27,388.6,389.59,390.83,390.69,384.32,379.97,379.83,378.08,376.15,379.57,386.69,389.91,392.87,396.09,396.03,395.36,391.13,386.16,385.55,379.46,373.09,374.94,381.67,390.57,395.73,396.82,396.09,394.05,390.89,386.36,382.79,379.33,376.35,378.64,385.28,392.09,395.88,399.1,400.98,397.37,392.82,391.2,392.96,386.48,379.31,383.12,393.57,402.49,399.01,398.63,405.96,401.73,392.28,389.15,386.37,383.42,381.8,384.12,394.4,399.49,398.66,407.4,410.22,400.62,395.32,393.5,387.47,380.99,381.34,387.0,394.59,402.48,400.74,402.84,411.91,411.48,405.15,397.5,389.88,388.42,389.01,387.79,393.54,401.46,403.53,403.04,404.73,402.95,398.16,395.97,394.44,390.14,386.02,389.94,398.81,406.9,408.95,406.92,407.81,406.86,403.04,400.45,396.6,394.08,394.68,395.72,402.11,404.28,405.88,408.85,409.04,410.55,408.01,402.05,396.8,394.15,394.18,399.05,406.26,409.31,411.82,415.64,414.79,410.81,409.45,407.03,401.66,397.69,392.03,392.94,403.14,411.01,412.68
 Hegyhatsal,16.65,46.95,hun646n0.dat,381.31,379.73,376.77,374.36,367.88,365.02,365.12,363.72,369.74,373.73,380.71,394.52,391.86,383.65,381.54,374.92,368.13,364.88,362.02,363.72,370.79,380.1,387.41,391.12,389.94,385.37,382.66,378.27,369.9,365.72,365.23,364.32,367.72,375.93,383.49,390.95,393.08,391.88,388.33,381.36,373.81,370.41,370.63,370.71,372.35,380.39,387.88,388.5,390.94,392.76,388.8,383.44,377.51,370.68,367.77,368.38,372.22,379.86,394.01,397.63,392.02,391.26,391.65,386.79,378.53,373.62,372.02,369.99,373.23,384.53,395.81,400.42,399.72,396.3,393.18,388.58,381.38,375.5,372.9,370.29,375.94,384.94,391.61,397.82,397.78,394.48,390.82,386.07,381.45,380.06,377.92,373.41,377.52,390.83,397.23,401.13,402.9,398.2,394.9,389.63,380.77,376.7,376.06,375.37,382.4,394.74,399.44,400.51,402.62,400.52,397.5,391.63,385.73,381.79,376.52,375.87,380.06,391.91,402.41,406.8,411.91,408.45,399.67,393.73,387.58,382.75,379.39,378.1,385.23,396.21,403.83,405.43,407.47,407.65,402.71,396.5,389.89,384.34,381.36,381.29,384.99,400.26,420.03,413.4,405.85,408.12,403.13,398.03,391.12,384.16,385.29,388.27,392.61,401.51,409.94,412.83,413.8,413.04,410.3,403.17,392.56,386.8,387.76,389.87,391.8,399.75,406.48,414.1,422.37,417.7,408.35,401.49,394.98,393.37,393.56,390.24,392.2,401.34,409.76,414.33,416.15,414.06,409.39,404.34,397.8,393.02,394.09,395.19,398.67,411.64,418.55,421.19,421.26,417.47,413.7,408.18,401.41,396.47,394.58,394.79,400.79,413.62,423.34,423.14,431.11,429.8,415.94,410.35,405.58,399.29,399.41,399.21,399.81,410.11,420.56,422.35
 Storhofdi,-20.28,63.4,ice663n0.dat,372.98,373.59,374.71,374.99,374.1,371.15,365.49,361.11,361.81,367.15,371.03,372.75,374.07,375.3,376.32,376.8,376.11,372.27,366.03,362.19,364.73,369.35,372.96,375.81,376.85,377.3,377.91,378.26,377.51,373.76,368.61,364.35,365.86,372.09,376.21,377.21,378.7,379.37,380.08,381.09,380.42,376.71,371.71,367.98,369.49,374.12,378.74,380.94,381.44,381.48,381.9,382.97,382.1,379.21,374.17,368.87,369.05,374.53,379.19,381.69,382.61,382.46,383.07,384.49,384.69,381.54,374.81,370.39,371.71,376.42,380.84,383.21,384.36,385.46,386.71,387.6,387.12,384.3,378.76,374.1,374.61,379.62,383.83,386.25,387.09,388.01,388.92,388.9,388.22,385.04,378.95,374.42,375.89,380.81,384.91,387.45,389.5,390.89,391.71,391.95,390.58,387.04,382.1,377.73,377.71,382.22,387.04,389.42,390.91,391.67,392.42,393.06,392.55,389.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,399.06,394.51,397.15,402.86,406.56,409.23,410.43,411.49,412.71,412.09,410.56,406.34,399.76,395.51,396.75,403.57,408.87,411.29
