sitename,lon,lat,file,2000-01-15,2000-02-15,2000-03-15,2000-04-15,2000-05-15,2000-06-15,2000-07-15,2000-08-15,2000-09-15,2000-10-15,2000-11-15,2000-12-15,2001-01-15,2001-02-15,2001-03-15,2001-04-15,2001-05-15,2001-06-15,2001-07-15,2001-08-15,2001-09-15,2001-10-15,2001-11-15,2001-12-15,2002-01-15,2002-02-15,2002-03-15,2002-04-15,2002-05-15,2002-06-15,2002-07-15,2002-08-15,2002-09-15,2002-10-15,2002-11-15,2002-12-15,2003-01-15,2003-02-15,2003-03-15,2003-04-15,2003-05-15,2003-06-15,2003-07-15,2003-08-15,2003-09-15,2003-10-15,2003-11-15,2003-12-15,2004-01-15,2004-02-15,2004-03-15,2004-04-15,2004-05-15,2004-06-15,2004-07-15,2004-08-15,2004-09-15,2004-10-15,2004-11-15,2004-12-15,2005-01-15,2005-02-15,2005-03-15,2005-04-15,2005-05-15,2005-06-15,2005-07-15,2005-08-15,2005-09-15,2005-10-15,2005-11-15,2005-12-15,2006-01-15,2006-02-15,2006-03-15,2006-04-15,2006-05-15,2006-06-15,2006-07-15,2006-08-15,2006-09-15,2006-10-15,2006-11-15,2006-12-15,2007-01-15,2007-02-15,2007-03-15,2007-04-15,2007-05-15,2007-06-15,2007-07-15,2007-08-15,2007-09-15,2007-10-15,2007-11-15,2007-12-15,2008-01-15,2008-02-15,2008-03-15,2008-04-15,2008-05-15,2008-06-15,2008-07-15,2008-08-15,2008-09-15,2008-10-15,2008-11-15,2008-12-15,2009-01-15,2009-02-15,2009-03-15,2009-04-15,2009-05-15,2009-06-15,2009-07-15,2009-08-15,2009-09-15,2009-10-15,2009-11-15,2009-12-15,2010-01-15,2010-02-15,2010-03-15,2010-04-15,2010-05-15,2010-06-15,2010-07-15,2010-08-15,2010-09-15,2010-10-15,2010-11-15,2010-12-15,2011-01-15,2011-02-15,2011-03-15,2011-04-15,2011-05-15,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-15,2011-11-15,2011-12-15,2012-01-15,2012-02-15,2012-03-15,2012-04-15,2012-05-15,2012-06-15,2012-07-15,2012-08-15,2012-09-15,2012-10-15,2012-11-15,2012-12-15,2013-01-15,2013-02-15,2013-03-15,2013-04-15,2013-05-15,2013-06-15,2013-07-15,2013-08-15,2013-09-15,2013-10-15,2013-11-15,2013-12-15,2014-01-15,2014-02-15,2014-03-15,2014-04-15,2014-05-15,2014-06-15,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-15,2014-12-15,2015-01-15,2015-02-15,2015-03-15,2015-04-15,2015-05-15,2015-06-15,2015-07-15,2015-08-15,2015-09-15,2015-10-15,2015-11-15,2015-12-15,2016-01-15,2016-02-15,2016-03-15,2016-04-15,2016-05-15,2016-06-15,2016-07-15,2016-08-15,2016-09-15,2016-10-15,2016-11-15,2016-12-15,2017-01-15,2017-02-15,2017-03-15,2017-04-15,2017-05-15,2017-06-15,2017-07-15,2017-08-15,2017-09-15,2017-10-15,2017-11-15,2017-12-15
 Jungfraujoch,7.98,46.55,jfj646n1.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,380.09,381.18,384.99,383.25,384.17,381.99,380.33,375.37,373.77,376.52,378.15,383.2,382.87,383.44,385.01,386.33,385.96,NaN,NaN,378.88,376.39,379.0,380.71,382.57,384.19,385.32,386.9,388.99,386.95,386.56,382.53,380.16,377.77,378.5,383.51,387.25,387.53,388.86,388.74,391.0,392.03,388.61,385.66,382.15,380.19,382.05,382.68,385.55,388.77,388.71,393.48,392.8,391.96,390.21,386.83,383.89,382.97,383.17,386.13,388.9,392.18,392.5,394.06,394.05,393.92,392.37,389.06,385.8,384.62,385.46,389.12,393.09,393.78,393.5,396.33,396.42,394.9,393.12,391.9,386.58,386.43,386.88,388.85,392.04,393.76,395.87,396.96,396.76,398.08,395.91,394.0,389.86,388.71,389.55,392.85,395.87,397.43,398.67,401.65,401.14,401.45,399.36,396.01,391.68,389.84,391.78,395.23,398.89,398.99,401.04,402.42,402.36,401.84,401.6,396.74,394.81,391.27,394.03,397.2,400.2,401.36,402.82,404.19,404.4,404.41,402.93,399.12,397.57,394.77,395.7,399.8,401.41,402.39,405.38,406.95,407.77,407.44,405.45,402.84,400.81,398.42,399.78,403.93,406.48,406.43,409.19,409.47,409.82,410.68,409.39,406.67,402.83,401.65,400.58,404.17,407.49,409.96
 Cape Kumukahi (HI),-154.82,19.52,kum519n0.dat,369.68,370.62,372.15,373.08,373.4,372.51,369.52,366.53,366.1,367.24,368.79,370.1,371.82,372.52,372.54,373.89,374.96,373.54,370.75,368.44,367.48,368.58,370.87,372.11,373.27,374.58,375.56,376.49,376.13,374.47,372.53,370.05,368.98,370.86,373.12,375.27,377.2,377.73,377.63,378.51,379.81,379.06,375.79,372.45,372.57,374.48,375.53,376.54,378.1,379.23,379.79,380.78,381.26,380.25,378.68,377.03,375.16,375.36,377.37,377.75,378.39,381.29,383.21,383.5,383.89,382.13,378.98,376.43,375.87,377.01,378.71,380.53,382.48,383.51,384.09,385.42,386.41,385.27,382.56,378.85,377.34,379.12,381.6,382.79,384.19,385.52,385.61,386.48,387.27,385.99,383.36,381.33,381.1,381.78,382.71,384.14,386.17,387.54,388.08,389.69,390.79,388.97,385.97,383.9,382.73,383.11,384.57,386.4,388.1,389.09,389.33,390.19,391.29,389.69,386.6,384.74,383.46,384.42,386.67,388.14,389.54,391.61,392.42,393.16,394.36,392.69,388.82,386.2,386.27,388.51,390.37,390.94,392.59,393.52,393.75,395.47,396.17,393.9,390.77,388.81,387.73,388.73,391.89,393.47,394.02,395.49,396.57,397.53,398.13,396.14,393.1,391.4,390.87,392.18,393.87,394.95,396.5,398.29,399.71,399.79,400.47,399.82,396.14,393.55,392.47,394.1,396.98,397.72,398.64,399.51,400.19,401.73,402.51,401.27,398.05,395.29,395.1,396.5,398.51,400.19,401.69,402.8,403.23,403.93,404.22,402.84,399.72,397.3,397.06,398.67,400.48,402.5,405.66,407.03,406.66,407.56,408.28,406.4,403.27,400.57,399.82,401.5,404.02,405.71,407.68,408.77,408.76,409.24,409.95,409.32,406.49,402.68,401.83,403.77,406.54,408.36
 Plateau Assy,77.88,43.25,kzm243n0.dat,372.69,374.51,373.59,372.21,367.55,362.32,361.34,363.03,366.68,369.82,371.97,373.95,375.21,374.86,375.1,374.56,369.95,365.25,364.46,366.24,369.71,372.9,373.41,373.91,376.41,377.89,378.54,378.12,373.21,367.29,364.1,365.97,370.18,373.08,375.37,378.01,377.99,379.0,383.17,383.93,378.51,372.88,370.52,370.94,373.13,377.94,380.02,378.97,380.98,382.77,384.31,383.59,378.16,372.0,369.1,370.9,373.86,375.29,NaN,NaN,NaN,NaN,384.33,382.8,379.05,373.94,371.43,372.84,375.89,378.46,381.03,383.69,384.76,385.1,386.09,385.15,381.09,376.62,373.19,373.86,378.95,381.29,383.19,385.31,384.79,385.77,387.77,386.11,381.45,378.41,376.37,376.93,381.07,382.96,384.41,386.85,388.41,390.07,391.59,390.7,385.58,380.99,378.92,379.06,382.29,385.59,386.57,388.24,389.91,390.38,390.97,391.63,387.39,381.46,379.59,380.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 Lulin,120.87,23.47,lln223n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,376.87,374.65,375.98,379.4,378.92,378.95,383.02,387.8,387.16,383.84,384.76,380.26,376.9,378.15,374.92,376.09,381.67,384.16,386.17,387.1,386.35,385.18,383.29,379.03,375.95,378.21,379.51,379.76,385.55,386.73,385.2,387.9,389.27,388.59,386.37,384.61,384.96,380.57,376.63,381.43,386.71,387.71,388.4,390.55,391.49,391.51,388.41,382.82,381.71,NaN,NaN,386.1,388.95,390.48,391.89,393.52,394.72,393.12,388.71,388.13,385.22,381.63,384.67,384.84,384.07,388.43,391.73,393.39,393.78,392.65,391.32,389.27,388.11,389.69,391.71,394.07,397.26,397.6,397.18,399.77,401.51,399.53,397.55,397.07,396.03,395.17,394.74,396.42,399.59,400.79,401.28,402.4,403.76,403.47,401.4,398.79,396.58,395.05,395.66,398.5,400.7,402.33,403.99,403.57,404.39,405.94,403.35,399.79,398.48,400.2,403.54,404.65,404.48,405.72,406.98,407.77,409.09,409.61,407.34,403.6,402.77,403.32,403.05,405.34,407.46,407.29,408.12,410.19,411.29,411.13,408.57,405.61,404.35,404.43,405.81,407.88,408.75
 Mex High Altitude Global Climate Observation Center,-97.32,18.98,mex418n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,386.71,387.65,387.6,388.75,391.08,389.17,385.28,383.23,382.16,382.03,384.59,387.16,388.76,389.75,390.45,391.63,392.06,391.36,389.59,387.4,386.24,386.59,388.41,389.51,390.29,391.53,392.29,393.96,395.57,393.78,390.77,387.91,385.88,387.15,389.19,391.17,392.41,393.06,394.1,395.32,396.28,394.92,391.07,388.59,388.98,390.29,391.67,393.72,395.18,395.58,396.5,398.83,400.03,397.36,394.77,393.86,392.48,391.36,393.6,396.44,397.13,397.6,398.38,400.22,401.59,399.62,397.61,396.27,394.13,394.12,396.36,397.6,398.11,399.49,400.96,401.47,402.16,401.61,399.34,397.88,397.08,397.3,398.63,400.55,402.3,402.88,403.9,405.54,406.97,406.46,403.43,400.43,399.23,401.28,404.51,405.16,404.62,405.72,407.29,408.6,409.03,408.17,405.85,403.37,402.4,402.52,403.56,405.49
 Mace Head,-9.9,53.33,mhd653n0.dat,372.79,372.8,373.47,374.6,374.0,371.68,366.6,361.07,361.51,366.83,371.67,373.59,373.97,375.45,376.86,376.21,374.79,372.24,366.75,361.88,362.97,368.15,373.76,378.79,377.54,375.82,377.44,377.94,376.99,374.65,368.25,363.24,365.49,370.15,374.88,380.54,380.02,378.36,380.0,380.89,379.92,376.62,371.83,368.62,369.5,373.41,376.62,378.76,380.12,381.64,382.3,382.23,381.19,378.59,374.38,369.6,369.94,373.86,377.66,380.4,381.28,381.14,382.93,384.74,383.71,380.53,376.63,373.21,373.26,376.86,380.39,383.09,385.93,386.37,386.02,386.71,387.02,384.1,378.35,373.44,374.07,379.08,383.2,385.61,386.8,387.15,387.91,388.25,387.46,384.91,378.87,374.08,375.23,380.45,384.45,387.13,389.5,390.24,390.73,391.4,390.99,387.38,381.63,377.8,377.69,382.05,386.19,388.85,390.22,390.7,391.76,392.55,391.79,388.67,383.06,378.16,379.45,384.5,388.35,389.87,391.06,392.31,393.62,393.87,392.13,389.57,385.38,380.88,382.57,387.29,391.31,393.4,394.2,395.77,396.7,396.27,395.92,393.59,387.77,382.39,383.36,389.11,393.96,396.04,396.03,396.07,397.86,398.9,397.36,394.25,388.42,384.35,386.15,391.24,395.28,397.81,398.72,399.0,400.8,402.07,401.27,398.94,392.92,387.54,389.06,394.27,397.74,400.32,402.06,402.36,403.1,404.04,403.21,399.55,393.38,389.17,390.01,395.47,400.08,402.27,404.0,405.12,405.21,405.2,404.63,401.45,395.96,391.75,393.06,397.33,401.3,405.07,407.03,407.29,408.18,408.71,406.98,403.18,398.4,394.17,397.19,403.55,405.55,407.49,409.89,410.37,411.18,410.83,409.93,408.34,401.95,396.48,397.5,403.35,407.82,409.53
 Sand Island,-177.37,28.22,mid528n0.dat,370.35,370.31,370.97,372.27,372.36,370.98,368.84,366.99,365.82,366.94,369.06,370.58,372.35,373.08,373.34,374.75,374.81,372.59,370.29,368.36,366.87,368.5,371.32,372.31,373.24,373.77,374.51,375.99,376.4,375.23,372.76,369.06,368.18,371.15,373.84,375.16,376.78,377.69,377.77,378.66,379.62,378.11,375.67,372.36,370.85,373.26,376.14,377.94,379.59,380.45,380.51,381.41,381.57,379.49,376.82,374.44,372.81,374.21,377.2,378.92,380.73,382.31,382.94,383.53,383.84,382.09,379.28,376.59,375.1,377.31,379.49,381.0,383.46,384.35,384.69,385.81,385.66,383.98,381.68,378.38,376.79,379.7,381.93,383.79,385.89,385.81,385.94,387.06,386.78,384.59,381.85,379.35,378.69,380.75,383.61,385.37,386.95,388.35,388.96,389.74,389.82,387.73,384.89,381.96,380.75,382.56,385.61,387.84,389.25,389.45,389.52,390.87,391.44,388.96,385.76,382.34,380.88,384.7,388.56,389.54,391.43,392.77,393.45,395.14,395.3,392.75,388.82,385.81,385.41,387.82,390.09,392.18,393.82,394.26,394.91,395.68,395.67,394.03,390.36,386.13,385.28,389.13,391.7,392.78,395.41,397.46,397.4,396.97,396.9,395.38,392.77,389.66,389.09,391.83,393.85,395.67,397.54,397.79,398.8,400.76,400.63,398.38,395.64,392.53,391.14,393.74,396.76,398.3,400.49,401.68,401.68,402.12,402.45,400.88,398.45,395.23,393.26,395.6,399.1,401.02,402.48,403.39,404.2,404.85,404.73,402.97,399.48,396.31,395.62,398.32,401.87,403.93,405.46,407.23,408.35,408.46,407.65,405.85,402.33,398.93,398.89,401.83,404.9,406.73,407.54,408.97,410.03,410.61,410.45,408.23,405.93,403.05,401.43,403.63,406.29,409.69
 Mauna Loa (HI),-155.58,19.53,mlo519n1.dat,369.27,369.6,370.59,371.8,371.59,371.7,369.91,368.23,367.01,367.03,368.37,369.69,370.59,371.52,372.42,373.35,373.85,373.17,371.54,369.49,368.19,368.45,369.79,371.23,372.5,373.2,374.07,375.02,375.76,375.54,374.09,371.85,370.73,370.55,372.24,373.79,374.88,375.63,376.44,377.73,378.59,378.24,376.68,374.55,373.14,373.14,374.76,375.93,376.99,377.88,378.9,380.36,380.62,379.77,377.42,376.24,374.31,374.48,376.17,377.5,378.46,379.75,380.82,382.29,382.45,382.23,380.71,378.78,376.68,376.82,378.38,380.09,381.42,382.21,382.68,384.68,385.03,384.05,382.45,380.38,378.82,379.12,380.13,381.78,382.9,383.87,384.54,386.5,386.56,386.14,384.57,382.05,380.92,381.13,382.45,383.98,385.52,385.8,386.05,387.17,388.54,387.88,385.64,384.11,383.19,382.93,384.2,385.53,386.93,387.49,388.82,389.54,390.14,389.5,388.03,386.13,384.73,384.44,386.02,387.38,388.71,390.19,391.18,392.46,393.0,392.17,390.21,388.36,386.84,387.24,388.65,389.79,391.33,391.86,392.58,393.23,394.19,393.7,392.52,390.19,389.04,389.0,390.29,391.84,393.12,393.87,394.39,396.19,396.74,395.73,394.38,392.36,391.11,391.05,393.0,394.34,395.57,396.8,397.44,398.38,399.78,398.65,397.26,395.2,393.47,393.7,395.16,396.83,397.85,398.0,399.75,401.36,401.77,401.26,399.2,397.01,395.34,396.0,397.25,398.93,399.98,400.28,401.57,403.31,403.95,402.8,401.27,398.89,397.63,398.3,400.18,401.86,402.58,404.15,404.87,407.47,407.73,406.84,404.34,402.29,401.05,401.59,403.56,404.47,406.13,406.45,407.26,409.06,409.68,408.89,407.1,405.09,403.39,403.62,405.05,406.81
 Minamitorishima,153.98,24.28,mnm224n0.dat,370.88,372.31,373.13,372.62,372.61,371.76,369.45,368.02,366.7,367.2,368.74,371.63,372.67,373.57,374.55,374.44,374.48,373.42,370.25,368.85,368.03,368.84,370.68,373.06,374.56,375.34,375.59,376.8,376.36,375.37,372.75,371.8,370.03,371.15,373.29,375.05,376.85,378.14,379.21,379.3,379.28,378.48,376.46,373.98,372.56,373.52,376.19,377.24,379.56,381.04,380.61,380.78,381.92,379.68,376.74,375.85,373.35,375.02,376.54,379.55,380.84,381.8,382.95,383.6,383.44,382.58,380.59,378.11,376.63,377.38,379.97,381.86,384.11,384.03,385.03,385.79,386.1,384.65,382.26,380.1,NaN,NaN,382.73,383.04,385.31,386.76,387.36,387.45,387.56,385.94,384.28,382.0,380.69,381.58,382.82,385.04,387.49,389.03,389.34,389.78,388.99,388.31,385.05,384.37,381.97,382.87,384.99,386.49,388.78,389.56,390.83,390.28,391.31,388.76,387.04,385.86,384.23,384.45,386.27,388.59,391.03,391.6,391.6,393.34,394.2,392.3,389.85,387.84,386.3,387.33,389.52,391.56,394.48,394.29,395.81,396.4,395.11,394.34,391.79,390.03,388.39,389.09,391.83,392.22,395.7,396.36,397.16,398.18,397.79,395.73,393.98,391.41,389.96,391.75,394.95,396.61,398.17,398.66,398.43,400.5,400.52,399.28,397.26,394.87,392.89,394.24,396.77,398.84,400.56,400.87,401.72,402.69,402.77,401.09,397.99,396.29,395.26,396.13,398.07,400.6,402.5,403.4,403.21,403.67,404.41,403.21,400.53,397.97,395.49,398.99,400.66,403.71,404.88,405.29,407.13,407.55,407.74,406.83,405.02,402.44,400.32,401.93,403.58,406.54,408.85,409.34,411.13,410.39,410.88,408.8,407.09,404.78,402.81,403.77,406.66,407.33
 Gobabeb,15.03,-23.57,nmb123s0.dat,366.85,366.37,367.16,368.26,367.49,367.25,NaN,NaN,NaN,NaN,NaN,368.2,367.86,367.66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,380.67,380.29,380.51,380.76,380.47,381.77,383.16,382.69,383.57,NaN,NaN,382.51,382.47,NaN,NaN,NaN,NaN,384.09,386.09,385.35,384.31,384.15,384.43,384.95,384.17,383.56,383.81,384.15,384.73,385.16,385.87,386.52,386.44,385.8,385.54,385.86,385.52,385.44,385.96,386.3,386.14,387.21,389.13,389.06,387.99,387.89,387.69,387.96,388.03,NaN,NaN,NaN,NaN,NaN,NaN,391.46,390.18,389.72,389.93,389.95,389.61,389.35,389.65,390.81,391.16,391.28,391.98,391.95,391.87,392.08,392.64,392.79,392.41,392.67,393.32,393.71,393.66,394.54,395.45,395.23,395.4,395.19,394.93,394.96,394.53,394.55,395.15,395.25,395.08,396.07,397.46,397.42,396.54,396.4,396.79,396.86,396.54,396.39,396.78,397.59,398.03,398.06,398.19,398.98,399.22,398.72,398.46,399.83,400.85,400.09,400.08,400.67,401.44,402.57,402.93,403.22,403.07,402.36,402.42,402.36,401.89,401.27,400.89,400.51,400.54,403.24,405.19,405.08,405.11,404.77,404.6,404.52
 Ochsenkopf,11.82,50.03,oxk650n0.dat,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,383.48,376.65,377.33,382.3,388.4,393.44,395.19,394.24,389.69,384.78,383.01,382.98,384.48,381.22,384.31,395.73,392.64,388.83,398.48,403.71,401.2,394.41,386.78,383.48,NaN,NaN,NaN,385.22,394.07,396.35,393.29,397.1,398.66,393.51,387.63,384.53,384.1,383.12,386.17,392.64,394.37,394.26,396.73,400.27,398.86,395.06,391.29,385.83,383.87,383.02,385.22,395.23,400.17,398.93,398.59,399.45,398.97,394.63,392.91,392.42,387.45,382.86,385.3,391.87,395.29,398.23,399.27,399.09,400.14,399.67,395.11,391.27,386.5,383.92,389.41,394.77,399.55,402.24,403.35,406.0,406.66,403.58,398.48,391.85,388.56,388.56,393.55,401.25,400.74,400.95,405.32,407.66,406.73,402.9,397.53,399.23,399.46,392.02,393.03,400.73,406.0,406.83,407.56,410.03,408.4,405.07,400.28,397.52,397.02,392.53,394.46,402.34,407.18,409.99,410.21,411.09,411.33,408.6,406.35,403.62,399.88,396.27,397.96,408.37,412.3,411.08,416.13,416.92,414.52,414.7,410.18,403.13,402.08,400.06,402.1,409.36,413.47,414.05
 Pallas,24.12,67.97,pal667n1.dat,375.79,376.95,376.11,376.86,373.87,369.8,362.51,359.89,364.09,375.06,380.42,378.58,379.58,378.94,378.72,378.06,376.4,369.09,365.02,362.89,367.79,370.98,375.81,377.89,377.6,380.42,379.23,379.08,376.56,370.04,366.45,365.38,367.2,371.92,377.21,379.3,380.23,382.71,382.08,382.93,380.16,376.45,370.02,366.1,370.52,376.56,383.98,382.38,387.1,384.9,385.39,384.59,381.76,378.54,369.38,368.38,374.02,377.38,381.2,383.96,387.51,386.64,385.48,386.29,384.8,378.42,372.0,371.56,374.75,380.0,386.3,388.35,388.97,389.87,388.56,389.87,386.26,382.66,376.4,372.93,378.31,382.35,389.8,390.14,390.1,391.57,391.09,389.76,388.23,383.47,376.43,377.19,376.95,386.18,389.51,392.34,393.79,392.53,394.89,393.36,391.23,386.61,378.91,376.84,379.39,385.17,390.51,394.65,395.23,395.65,395.76,394.1,391.69,387.71,379.18,377.98,381.25,386.85,397.61,396.06,396.42,399.02,395.95,396.91,393.14,389.41,383.66,380.87,386.2,391.48,393.82,397.37,399.1,401.17,398.36,398.54,396.59,388.46,383.81,382.26,388.4,388.51,397.34,400.16,404.79,402.98,400.29,400.59,398.5,393.67,386.3,383.27,389.56,395.55,401.41,405.72,402.88,403.14,402.77,403.46,400.08,392.91,391.15,388.81,393.52,397.18,400.58,403.66,405.96,409.08,406.28,404.65,404.01,398.6,390.52,389.42,391.48,398.34,403.46,405.18,407.79,406.72,407.84,407.51,404.83,400.91,392.83,390.69,398.48,399.72,408.44,408.32,411.45,412.21,410.72,410.13,406.6,402.45,394.64,394.77,401.37,405.94,411.15,410.42,413.07,413.54,414.05,413.89,412.85,407.34,397.73,396.2,401.82,409.89,412.71,414.29
 Plateau Rosa,7.7,45.93,prs645n0.dat,370.32599999999996,371.26199999999994,372.36199999999997,373.228,370.63,368.926,364.22900000000004,363.30300000000005,365.759,367.097,369.91,370.561,373.046,372.601,373.954,374.865,373.265,371.18800000000016,365.657,364.034,365.50699999999995,368.279,374.908,373.11800000000005,374.219,374.79400000000004,376.274,376.838,376.145,373.583,369.705,367.535,368.912,371.561,374.083,375.531,376.664,377.691,378.56199999999995,380.291,378.44800000000004,NaN,372.23,372.847,371.642,374.528,375.51199999999994,378.45099999999996,379.05300000000005,380.37199999999996,381.57300000000004,382.19300000000004,381.48900000000003,NaN,NaN,373.728,371.724,373.486,377.82,378.851,380.35699999999997,382.897,382.74,383.68,381.971,380.48199999999997,375.293,372.838,375.845,378.189,379.12199999999996,382.14,383.786,384.785,385.32300000000004,385.269,384.301,381.51099999999997,377.37800000000004,374.61800000000005,377.043,378.145,380.881,383.59,384.43699999999995,386.10400000000004,388.283,386.792,386.0,380.717,379.92900000000003,378.647,378.765,382.25199999999995,384.155,385.895,387.036,387.776,389.839,390.82300000000004,388.245,386.351,381.716,380.592,380.434,383.59,386.44,387.775,389.1,390.6,393.0,391.5,389.9,386.4,383.1,380.8,381.9,385.0,387.2,389.9,391.50699999999995,392.904,393.35,393.68199999999996,392.466,387.67199999999997,384.531,383.57800000000003,385.686,388.335,391.139,392.884,393.077,394.52,395.79699999999997,395.156,392.843,391.86699999999996,386.397,386.96,387.412,389.662,392.17699999999996,394.19300000000004,394.56,396.28,396.43,398.02,396.21,395.26,389.24,388.25,388.74,NaN,394.33,396.79,398.8,400.9,401.0,401.1,399.1,396.8,389.7,388.9,391.3,395.0,398.2,398.1,400.0,401.8,402.0,402.0,400.9,397.6,393.9,390.7,393.0,396.5,398.6,400.6,402.228,403.09,403.569,404.046,402.345,NaN,396.88199999999995,393.961,395.06699999999995,399.272,402.00800000000004,403.45099999999996,406.2,406.9,407.7,407.1,405.2,402.1,400.0,397.9,399.4,403.0,405.2,406.0,408.4,408.8,409.5,410.4,409.1,407.0,402.1,399.6,400.0,405.1,406.6,408.9
